ID,height(cm),weight(kg)
user_1152,173.7,91.5
user_1153,187.6,68.2
user_1154,161.9,93.3
user_1155,138.1,77.7
user_1156,152.2,95.4
user_1157,168.6,103.1
user_1158,157.2,69.4
user_1159,162.3,93.9
user_1160,179.1,71.7
user_1161,137.1,81.0
user_1162,147.9,88.0
user_1163,168.3,79.9
user_1164,136.0,73.5
user_1165,173.1,87.0
user_1166,140.0,64.3
user_1167,148.2,96.8
user_1168,138.9,66.4
user_1169,155.7,83.8
user_1170,169.5,75.3
user_1171,167.4,63.3
user_1172,135.5,93.2
user_1173,168.3,74.2
user_1174,151.1,108.9
user_1175,158.3,67.9
user_1176,157.2,89.8
user_1177,157.1,79.6
user_1178,138.5,63.4
user_1179,147.7,80.3
user_1180,175.3,95.8
user_1181,177.1,88.3
user_1182,156.6,95.3
user_1183,162.3,109.6
user_1184,147.9,103.5
user_1185,162.5,87.2
user_1186,150.2,75.2
user_1187,159.1,90.0
user_1188,133.1,60.3
user_1189,135.8,64.7
user_1190,141.9,87.7
user_1191,177.4,71.9
user_1192,147.8,72.4
user_1193,158.3,70.3
user_1194,161.3,105.7
user_1195,159.6,91.4
user_1196,142.1,79.8
user_1197,145.3,86.7
user_1198,149.2,102.6
user_1199,131.1,90.5
user_1200,141.0,73.1
user_1201,133.1,74.5
user_1202,133.8,79.0
user_1203,176.2,103.4
user_1204,155.9,75.3
user_1205,142.2,77.1
user_1206,165.5,102.5
user_1207,147.9,69.1
user_1208,139.4,84.7
user_1209,154.0,95.8
user_1210,148.5,65.8
user_1211,156.0,65.9
user_1212,156.1,77.8
user_1213,142.0,100.9
user_1214,151.5,104.0
user_1215,155.5,73.1
user_1216,157.2,82.1
user_1217,154.4,92.5
user_1218,155.6,78.3
user_1219,174.0,71.9
user_1220,149.8,101.2
user_1221,136.2,89.4
user_1222,152.8,84.8
user_1223,145.5,91.3
user_1224,149.2,82.9
user_1225,166.6,70.7
user_1226,165.1,64.6
user_1227,132.1,65.6
user_1228,176.0,102.1
user_1229,172.0,101.3
user_1230,130.6,73.8
user_1231,154.4,84.2
user_1232,144.4,98.5
user_1233,149.3,63.7
user_1234,148.3,83.7
user_1235,132.5,89.2
user_1236,159.8,88.6
user_1237,171.4,63.8
user_1238,170.7,101.8
user_1239,159.0,88.2
user_1240,142.4,84.5
user_1241,174.3,97.8
user_1242,138.0,89.3
user_1243,138.2,82.5
user_1244,139.3,102.1
user_1245,133.9,80.7
user_1246,181.0,72.6
user_1247,169.7,66.2
user_1248,181.4,93.5
user_1249,163.3,72.7
user_1250,144.5,63.6
user_1251,157.7,73.1
user_1252,143.8,71.5
user_1253,152.7,103.5
user_1254,135.4,75.0
user_1255,144.2,90.3
user_1256,147.2,99.9
user_1257,174.3,69.6
user_1258,140.9,75.8
user_1259,133.3,97.6
user_1260,164.1,92.2
user_1261,157.3,91.4
user_1262,161.9,82.6
user_1263,157.0,77.1
user_1264,178.4,98.1
user_1265,158.6,85.2
user_1266,143.3,83.2
user_1267,157.9,74.9
user_1268,156.3,85.9
user_1269,154.9,88.9
user_1270,165.7,65.5
user_1271,153.2,102.8
user_1272,167.0,60.1
user_1273,155.9,91.1
user_1274,146.5,66.3
user_1275,165.4,102.8
user_1276,170.3,78.8
user_1277,153.1,109.6
user_1278,156.2,100.2
user_1279,137.6,63.6
user_1280,149.4,61.1
user_1281,148.5,86.0
user_1282,173.1,84.0
user_1283,156.0,91.9
user_1284,138.3,82.3
user_1285,156.3,76.1
user_1286,162.1,90.6
user_1287,178.2,109.0
user_1288,140.3,107.1
user_1289,181.1,84.4
user_1290,142.4,61.9
user_1291,152.2,77.3
user_1292,136.7,85.9
user_1293,137.3,107.3
user_1294,135.7,89.9
user_1295,160.0,103.0
user_1296,153.5,63.9
user_1297,145.6,106.9
user_1298,147.1,78.5
user_1299,131.8,73.5
user_1300,176.9,74.0
user_1301,162.7,85.1
user_1302,138.8,83.9
user_1303,150.2,69.4
user_1304,131.2,102.9
user_1305,154.7,74.1
user_1306,187.1,93.6
user_1307,171.0,96.1
user_1308,136.2,89.2
user_1309,145.5,88.9
user_1310,152.2,84.0
user_1311,148.0,74.0
user_1312,140.7,64.1
user_1313,136.1,67.3
user_1314,168.6,84.2
user_1315,176.7,68.0
user_1316,174.9,88.4
user_1317,164.2,87.7
user_1318,170.5,75.5
user_1319,160.2,88.2
user_1320,164.2,63.6
user_1321,141.0,79.2
user_1322,168.1,109.1
user_1323,147.4,75.5
user_1324,133.2,103.8
user_1325,150.2,86.7
user_1326,185.9,66.8
user_1327,178.8,106.5
user_1328,133.8,81.3
user_1329,139.3,70.8
user_1330,155.7,76.6
user_1331,163.1,67.0
user_1332,158.0,69.4
user_1333,169.5,92.8
user_1334,151.0,75.3
user_1335,163.4,77.8
user_1336,138.4,81.5
user_1337,163.7,89.7
user_1338,178.1,80.4
user_1339,164.3,72.1
user_1340,141.5,72.2
user_1341,152.2,81.8
user_1342,147.5,61.5
user_1343,149.1,108.2
user_1344,170.8,72.5
user_1345,133.2,66.7
user_1346,138.1,89.8
user_1347,180.7,104.9
user_1348,145.8,81.8
user_1349,170.6,94.7
user_1350,157.9,89.0
user_1351,156.5,101.2
user_1352,178.8,65.2
user_1353,168.6,89.6
user_1354,179.2,77.4
user_1355,130.9,61.0
user_1356,149.2,89.6
user_1357,151.9,84.8
user_1358,142.0,107.3
user_1359,173.9,79.5
user_1360,136.3,60.7
user_1361,163.3,73.2
user_1362,177.0,94.0
user_1363,171.8,105.5
user_1364,140.7,77.2
user_1365,150.7,70.5
user_1366,155.7,83.9
user_1367,147.0,107.9
user_1368,150.9,94.5
user_1369,133.8,77.2
user_1370,178.0,100.4
user_1371,155.5,82.1
user_1372,137.8,69.3
user_1373,145.8,64.5
user_1374,139.9,85.6
user_1375,177.4,67.6
user_1376,159.7,91.8
user_1377,140.0,81.3
user_1378,173.1,76.1
user_1379,146.2,105.1
user_1380,142.0,66.6
user_1381,157.3,92.4
user_1382,170.3,75.4
user_1383,145.4,98.2
user_1384,141.0,71.1
user_1385,155.0,93.9
user_1386,130.7,102.6
user_1387,179.6,74.1
user_1388,138.4,79.1
user_1389,152.9,94.8
user_1390,173.2,68.5
user_1391,142.8,93.8
user_1392,145.4,92.1
user_1393,156.9,70.2
user_1394,132.2,79.6
user_1395,146.8,93.8
user_1396,147.0,89.0
user_1397,189.0,78.0
user_1398,135.1,97.3
user_1399,178.4,63.4
user_1400,152.7,67.5
user_1401,148.3,103.1
user_1402,144.3,109.3
user_1403,153.2,61.6
user_1404,167.3,69.6
user_1405,140.7,70.0
user_1406,135.9,77.7
user_1407,187.9,108.4
user_1408,145.2,68.4
user_1409,162.2,76.8
user_1410,135.5,85.0
user_1411,137.7,73.2
user_1412,135.7,91.8
user_1413,176.3,97.2
user_1414,132.2,75.4
user_1415,132.3,88.5
user_1416,166.2,65.6
user_1417,138.5,65.2
user_1418,160.5,60.8
user_1419,165.0,96.4
user_1420,171.4,75.4
user_1421,156.4,88.6
user_1422,160.7,100.6
user_1423,133.1,69.3
user_1424,139.7,97.1
user_1425,161.3,103.2
user_1426,141.2,99.9
user_1427,144.5,97.8
user_1428,158.8,63.0
user_1429,170.7,84.7
user_1430,166.7,100.4
user_1431,153.4,85.3
user_1432,145.7,101.6
user_1433,176.4,87.7
user_1434,162.3,88.7
user_1435,157.9,82.0
user_1436,138.9,67.0
user_1437,149.4,75.3
user_1438,172.5,106.9
user_1439,149.7,74.1
user_1440,130.8,61.1
user_1441,135.8,83.5
user_1442,166.9,70.0
user_1443,145.7,93.3
user_1444,143.6,65.9
user_1445,153.9,85.7
user_1446,151.2,63.4
user_1447,155.0,66.3
user_1448,177.7,96.0
user_1449,171.4,105.3
user_1450,136.0,88.3
user_1451,158.2,62.7
user_1452,141.3,84.3
user_1453,159.0,71.9
user_1454,165.3,67.9
user_1455,134.4,93.1
user_1456,157.9,98.1
user_1457,163.8,79.5
user_1458,152.5,82.4
user_1459,140.6,99.8
user_1460,148.1,97.9
user_1461,145.2,75.1
user_1462,150.9,102.6
user_1463,183.5,99.5
user_1464,133.7,70.1
user_1465,156.2,64.6
user_1466,164.3,72.8
user_1467,182.0,100.8
user_1468,164.9,84.0
user_1469,137.3,77.8
user_1470,139.4,81.6
user_1471,177.8,70.5
user_1472,179.8,103.6
user_1473,133.5,79.7
user_1474,161.0,84.9
user_1475,172.1,78.4
user_1476,147.9,81.9
user_1477,148.9,85.6
user_1478,140.3,75.9
user_1479,177.9,89.5
user_1480,170.1,92.2
user_1481,134.3,67.3
user_1482,159.8,79.6
user_1483,159.4,61.7
user_1484,162.6,66.4
user_1485,177.6,101.5
user_1486,131.8,103.7
user_1487,138.2,63.7
user_1488,169.5,77.7
user_1489,136.8,73.4
user_1490,133.6,104.8
user_1491,144.4,80.7
user_1492,187.1,68.2
user_1493,168.7,102.6
user_1494,173.2,102.9
user_1495,138.2,73.4
user_1496,143.9,98.2
user_1497,142.2,75.0
user_1498,179.7,104.7
user_1499,178.1,69.5
user_1500,157.9,68.2
user_1501,149.8,63.4
user_1502,169.1,73.1
user_1503,144.3,89.5
user_1504,155.6,73.2
user_1505,137.5,99.6
user_1506,182.5,106.8
user_1507,152.9,84.6
user_1508,177.6,95.2
user_1509,174.8,73.0
user_1510,150.1,77.7
user_1511,147.8,98.3
user_1512,150.7,87.5
user_1513,178.6,75.2
user_1514,175.9,104.7
user_1515,138.8,65.5
user_1516,140.9,78.1
user_1517,160.2,90.8
user_1518,173.7,72.1
user_1519,170.7,100.5
user_1520,148.0,62.9
user_1521,155.5,76.6
user_1522,141.4,80.7
user_1523,178.2,99.5
user_1524,135.7,90.9
user_1525,178.7,90.5
user_1526,166.5,86.7
user_1527,130.9,61.5
user_1528,141.2,70.1
user_1529,159.7,69.1
user_1530,144.2,67.6
user_1531,188.0,65.7
user_1532,173.7,74.0
user_1533,140.8,66.1
user_1534,162.2,99.6
user_1535,147.5,74.6
user_1536,161.9,99.4
user_1537,141.6,72.3
user_1538,142.6,109.6
user_1539,173.7,63.1
user_1540,170.2,84.3
user_1541,147.1,80.1
user_1542,143.7,98.6
user_1543,138.8,108.7
user_1544,131.4,109.1
user_1545,161.7,80.4
user_1546,138.9,69.1
user_1547,145.0,87.5
user_1548,164.6,67.0
user_1549,162.3,96.0
user_1550,151.5,65.7
user_1551,141.8,71.1
user_1552,162.6,63.1
user_1553,169.9,73.2
user_1554,165.6,98.9
user_1555,182.9,73.4
user_1556,144.1,95.3
user_1557,165.3,79.4
user_1558,156.7,70.6
user_1559,152.3,72.5
user_1560,172.3,78.5
user_1561,149.4,64.3
user_1562,135.0,91.1
user_1563,158.5,73.4
user_1564,171.0,74.1
user_1565,159.5,104.7
user_1566,184.2,96.3
user_1567,170.2,95.1
user_1568,143.3,81.5
user_1569,130.9,74.3
user_1570,161.9,87.2
user_1571,148.3,91.5
user_1572,171.0,61.9
user_1573,160.2,84.5
user_1574,142.5,79.3
user_1575,158.1,68.4
user_1576,138.3,74.6
user_1577,148.2,74.4
user_1578,151.2,93.6
user_1579,171.3,87.9
user_1580,168.3,79.4
user_1581,145.3,95.7
user_1582,148.2,103.4
user_1583,144.9,71.4
user_1584,130.2,88.9
user_1585,142.4,100.2
user_1586,139.3,81.7
user_1587,156.4,74.2
user_1588,133.8,102.0
user_1589,153.4,67.7
user_1590,168.9,78.3
user_1591,131.8,92.9
user_1592,160.6,72.3
user_1593,163.5,105.6
user_1594,165.5,77.4
user_1595,155.8,72.9
user_1596,162.0,79.4
user_1597,150.2,92.4
user_1598,151.5,76.0
user_1599,148.7,100.3
user_1600,148.5,90.0
user_1601,167.8,68.7
user_1602,147.1,71.8
user_1603,148.2,72.2
user_1604,158.9,77.5
user_1605,162.6,109.7
user_1606,181.8,105.8
user_1607,145.5,76.5
user_1608,161.6,104.7
user_1609,178.7,64.6
user_1610,135.7,96.1
user_1611,169.9,100.8
user_1612,170.3,105.1
user_1613,144.5,109.7
user_1614,136.6,76.9
user_1615,163.7,90.7
user_1616,149.2,65.1
user_1617,147.0,73.0
user_1618,163.5,99.8
user_1619,158.9,93.4
user_1620,150.4,87.8
user_1621,132.4,83.7
user_1622,151.4,101.9
user_1623,142.4,62.7
user_1624,180.3,104.4
user_1625,154.8,61.9
user_1626,170.2,85.8
user_1627,142.7,97.2
user_1628,166.7,78.9
user_1629,155.1,91.4
user_1630,131.9,70.7
user_1631,164.8,83.6
user_1632,149.0,93.7
user_1633,152.4,90.1
user_1634,152.7,78.0
user_1635,168.6,75.8
user_1636,162.4,82.6
user_1637,176.2,86.5
user_1638,132.0,64.9
user_1639,171.8,101.8
user_1640,176.2,82.0
user_1641,148.2,87.1
user_1642,136.3,72.4
user_1643,144.8,65.9
user_1644,146.5,100.3
user_1645,170.6,80.7
user_1646,163.2,92.3
user_1647,169.4,86.6
user_1648,161.7,103.9
user_1649,146.2,101.5
user_1650,153.6,61.8
user_1651,137.8,86.0
user_1652,182.8,70.4
user_1653,141.1,85.8
user_1654,171.2,81.3
user_1655,151.0,64.1
user_1656,139.2,63.1
user_1657,162.7,64.0
user_1658,130.8,63.1
user_1659,162.8,61.8
user_1660,155.7,89.1
user_1661,154.6,86.9
user_1662,156.2,90.6
user_1663,155.0,74.2
user_1664,149.6,78.9
user_1665,189.3,105.4
user_1666,175.3,67.0
user_1667,140.8,76.3
user_1668,160.2,93.5
user_1669,189.7,101.3
user_1670,135.2,88.0
user_1671,158.9,85.7
user_1672,164.4,107.6
user_1673,148.4,89.5
user_1674,151.2,78.5
user_1675,138.1,74.2
user_1676,143.0,76.4
user_1677,164.8,83.6
user_1678,142.3,97.9
user_1679,143.1,89.4
user_1680,147.1,82.2
user_1681,140.4,90.9
user_1682,135.2,83.7
user_1683,143.8,73.0
user_1684,133.8,90.7
user_1685,135.1,80.3
user_1686,132.3,73.5
user_1687,152.9,63.9
user_1688,141.9,89.5
user_1689,136.4,90.5
user_1690,137.8,76.3
user_1691,158.8,78.7
user_1692,139.6,97.2
user_1693,157.1,94.2
user_1694,141.2,72.3
user_1695,164.6,79.7
user_1696,156.2,84.3
user_1697,138.3,93.3
user_1698,135.2,102.6
user_1699,164.3,76.8
user_1700,175.2,76.2
user_1701,166.5,80.8
user_1702,174.3,105.6
user_1703,162.4,76.7
user_1704,178.9,77.3
user_1705,147.3,87.6
user_1706,183.6,72.5
user_1707,185.8,97.4
user_1708,146.6,61.2
user_1709,179.7,76.0
user_1710,136.3,67.4
user_1711,153.0,66.2
user_1712,155.0,71.4
user_1713,151.6,72.7
user_1714,142.3,70.7
user_1715,145.0,82.2
user_1716,182.5,97.6
user_1717,161.2,78.4
user_1718,156.6,85.9
user_1719,140.7,84.4
user_1720,163.0,107.7
user_1721,181.7,71.5
user_1722,166.7,103.6
user_1723,135.8,91.1
user_1724,173.5,81.5
user_1725,140.9,62.0
user_1726,176.9,96.3
user_1727,144.0,61.5
user_1728,139.6,94.8
user_1729,159.3,77.1
user_1730,167.8,60.6
user_1731,138.7,108.9
user_1732,161.4,81.7
user_1733,143.0,89.9
user_1734,144.6,98.5
user_1735,157.9,71.9
user_1736,179.9,79.1
user_1737,168.2,95.9
user_1738,175.8,98.3
user_1739,156.6,68.8
user_1740,167.7,97.1
user_1741,144.7,82.1
user_1742,147.9,91.0
user_1743,170.2,60.5
user_1744,134.1,69.2
user_1745,140.5,69.7
user_1746,166.7,91.6
user_1747,137.9,68.6
user_1748,184.2,94.6
user_1749,154.5,67.6
user_1750,143.9,109.5
user_1751,135.3,63.8
user_1752,158.7,80.5
user_1753,132.1,72.8
user_1754,135.7,92.8
user_1755,161.4,69.4
user_1756,164.1,79.5
user_1757,158.0,104.7
user_1758,131.4,60.5
user_1759,158.7,100.4
user_1760,157.0,87.8
user_1761,135.9,75.5
user_1762,149.5,73.8
user_1763,169.0,84.2
user_1764,159.1,83.9
user_1765,152.4,83.3
user_1766,182.6,73.1
user_1767,148.5,71.6
user_1768,151.1,69.1
user_1769,136.8,106.2
user_1770,158.0,80.2
user_1771,145.4,91.4
user_1772,154.6,64.1
user_1773,159.3,97.6
user_1774,137.5,69.6
user_1775,153.1,85.0
user_1776,143.0,79.3
user_1777,169.6,102.9
user_1778,149.3,107.7
user_1779,178.3,86.7
user_1780,168.9,88.3
user_1781,132.1,68.4
user_1782,137.6,100.4
user_1783,141.2,84.0
user_1784,152.7,84.0
user_1785,147.3,87.6
user_1786,167.8,83.0
user_1787,149.0,93.1
user_1788,158.8,87.5
user_1789,158.0,76.2
user_1790,147.1,108.0
user_1791,158.6,83.3
user_1792,159.4,67.7
user_1793,155.0,66.1
user_1794,153.1,96.0
user_1795,133.8,94.2
user_1796,172.2,70.2
user_1797,186.1,105.5
user_1798,161.4,104.8
user_1799,154.8,94.8
user_1800,158.1,79.0
user_1801,168.0,95.0
user_1802,140.1,77.5
user_1803,137.5,88.3
user_1804,175.8,103.5
user_1805,156.7,75.9
user_1806,136.3,99.3
user_1807,159.5,80.3
user_1808,147.9,68.4
user_1809,136.0,89.2
user_1810,158.0,63.2
user_1811,168.9,76.3
user_1812,164.9,67.1
user_1813,154.2,68.3
user_1814,161.0,86.8
user_1815,176.4,82.0
user_1816,146.9,72.7
user_1817,154.4,94.3
user_1818,130.4,65.7
user_1819,154.1,79.0
user_1820,137.8,94.9
user_1821,156.9,81.8
user_1822,145.5,74.4
user_1823,153.9,61.5
user_1824,150.7,77.3
user_1825,164.7,73.3
user_1826,152.5,66.2
user_1827,145.1,101.1
user_1828,167.7,101.2
user_1829,146.4,99.5
user_1830,165.1,103.1
user_1831,130.1,96.4
user_1832,174.6,94.4
user_1833,152.7,67.4
user_1834,136.2,83.6
user_1835,162.3,70.1
user_1836,133.0,77.7
user_1837,148.9,82.1
user_1838,155.2,94.5
user_1839,145.6,73.5
user_1840,147.8,67.0
user_1841,132.5,90.9
user_1842,178.1,84.8
user_1843,162.7,83.9
user_1844,156.2,96.4
user_1845,172.5,64.2
user_1846,131.2,77.7
user_1847,149.3,91.8
user_1848,155.2,99.0
user_1849,165.5,101.5
user_1850,179.0,62.6
user_1851,131.2,91.2
user_1852,147.7,81.0
user_1853,134.0,77.3
user_1854,162.8,93.0
user_1855,154.3,78.4
user_1856,168.4,94.4
user_1857,155.8,106.6
user_1858,166.8,64.1
user_1859,161.6,98.7
user_1860,187.0,92.1
user_1861,174.1,105.9
user_1862,132.5,93.1
user_1863,131.9,93.6
user_1864,176.2,60.6
user_1865,158.3,69.3
user_1866,179.0,73.4
user_1867,175.0,95.8
user_1868,161.3,80.5
user_1869,160.8,83.6
user_1870,132.0,64.6
user_1871,139.1,100.3
user_1872,185.2,77.3
user_1873,184.1,71.5
user_1874,135.9,65.3
user_1875,142.4,86.3
user_1876,178.8,74.7
user_1877,142.6,87.7
user_1878,136.3,72.8
user_1879,165.5,68.0
user_1880,163.5,60.4
user_1881,148.1,100.1
user_1882,158.7,87.3
user_1883,140.4,78.2
user_1884,139.2,63.9
user_1885,186.9,73.1
user_1886,165.7,105.3
user_1887,174.4,78.9
user_1888,164.5,89.3
user_1889,170.3,71.4
user_1890,149.8,76.0
user_1891,153.7,96.3
user_1892,142.4,92.5
user_1893,163.5,106.5
user_1894,149.5,104.6
user_1895,145.0,103.6
user_1896,141.7,74.8
user_1897,145.2,107.3
user_1898,152.5,76.9
user_1899,160.7,104.9
user_1900,160.5,84.1
user_1901,133.6,99.4
user_1902,168.6,109.8
user_1903,167.7,79.4
user_1904,162.0,101.4
user_1905,130.2,81.1
user_1906,153.5,104.5
user_1907,158.4,75.1
user_1908,140.6,73.1
user_1909,165.2,82.6
user_1910,154.4,81.1
user_1911,168.0,80.9
user_1912,160.0,98.2
user_1913,157.0,68.6
user_1914,132.4,66.3
user_1915,166.1,67.3
user_1916,180.4,93.2
user_1917,174.4,91.6
user_1918,143.8,98.4
user_1919,153.7,76.5
user_1920,149.8,73.0
user_1921,156.9,101.4
user_1922,153.9,62.0
user_1923,138.6,78.2
user_1924,164.5,88.8
user_1925,136.3,74.3
user_1926,164.4,98.5
user_1927,164.5,88.0
user_1928,154.2,84.0
user_1929,148.5,65.6
user_1930,170.6,74.3
user_1931,176.0,65.2
user_1932,142.4,68.6
user_1933,149.6,86.8
user_1934,136.2,83.7
user_1935,146.1,104.7
user_1936,169.3,73.5
user_1937,147.8,99.0
user_1938,133.4,68.2
user_1939,162.6,70.8
user_1940,166.7,60.5
user_1941,149.4,86.1
user_1942,137.2,99.1
user_1943,152.3,98.7
user_1944,158.4,72.4
user_1945,183.5,71.5
user_1946,159.3,65.8
user_1947,158.1,82.7
user_1948,163.9,71.9
user_1949,153.5,109.1
user_1950,139.4,109.9
user_1951,131.1,80.6
user_1952,155.3,68.2
user_1953,147.5,85.6
user_1954,145.5,63.1
user_1955,164.8,85.6
user_1956,140.4,64.8
user_1957,176.1,99.5
user_1958,161.8,65.0
user_1959,145.0,78.3
user_1960,163.0,79.6
user_1961,161.4,87.2
user_1962,170.3,61.5
user_1963,131.1,67.3
user_1964,170.0,87.6
user_1965,155.4,66.2
user_1966,132.6,81.0
user_1967,163.0,94.2
user_1968,139.3,103.7
user_1969,178.7,94.3
user_1970,131.7,78.4
user_1971,138.9,66.9
user_1972,159.4,73.7
user_1973,148.1,67.4
user_1974,179.9,81.1
user_1975,136.1,93.7
user_1976,153.3,70.1
user_1977,148.6,87.7
user_1978,172.8,98.2
user_1979,148.3,82.4
user_1980,163.8,98.4
user_1981,132.1,76.1
user_1982,153.9,84.0
user_1983,158.5,82.7
user_1984,172.5,84.6
user_1985,160.1,69.9
user_1986,179.3,74.0
user_1987,152.2,76.9
user_1988,152.6,67.4
user_1989,152.8,91.7
user_1990,174.0,96.8
user_1991,152.1,70.1
user_1992,135.4,66.3
user_1993,167.8,66.9
user_1994,171.6,84.5
user_1995,149.4,106.8
user_1996,145.0,88.9
user_1997,145.1,107.3
user_1998,177.2,99.9
user_1999,135.7,74.7
user_2000,144.7,68.3
user_2001,146.7,88.7
user_2002,142.6,78.6
user_2003,140.2,84.5
user_2004,137.6,65.1
user_2005,137.8,99.8
user_2006,133.2,75.5
user_2007,184.6,92.0
user_2008,169.4,98.1
user_2009,144.7,85.2
user_2010,151.7,70.1
user_2011,156.8,104.4
user_2012,155.4,80.8
user_2013,144.2,102.1
user_2014,154.6,83.4
user_2015,154.0,69.4
user_2016,132.8,88.0
user_2017,180.1,100.3
user_2018,151.8,88.2
user_2019,142.7,77.5
user_2020,152.7,94.2
user_2021,178.4,96.9
user_2022,180.5,88.9
user_2023,166.4,75.2
user_2024,171.5,77.2
user_2025,139.2,85.6
user_2026,168.8,73.9
user_2027,146.1,68.5
user_2028,145.2,66.0
user_2029,162.2,79.6
user_2030,141.2,90.2
user_2031,172.4,74.0
user_2032,166.8,70.5
user_2033,134.9,78.0
user_2034,145.9,76.7
user_2035,178.5,66.1
user_2036,160.7,67.4
user_2037,140.9,73.0
user_2038,141.4,81.0
user_2039,169.1,87.2
user_2040,155.1,65.3
user_2041,160.6,71.5
user_2042,140.7,78.8
user_2043,153.3,66.9
user_2044,173.6,100.5
user_2045,145.7,67.2
user_2046,166.6,69.0
user_2047,152.7,73.4
user_2048,135.0,67.3
user_2049,167.9,93.2
user_2050,147.3,89.2
user_2051,155.2,60.0
user_2052,140.0,71.6
user_2053,162.4,105.0
user_2054,141.3,98.3
user_2055,169.3,84.0
user_2056,169.8,69.1
user_2057,136.6,93.4
user_2058,158.7,75.7
user_2059,136.3,87.6
user_2060,166.9,85.6
user_2061,145.1,63.3
user_2062,140.9,99.4
user_2063,157.7,61.6
user_2064,151.1,86.4
user_2065,170.3,91.6
user_2066,152.3,73.7
user_2067,155.9,64.7
user_2068,138.6,60.9
user_2069,173.6,100.5
user_2070,140.8,96.5
user_2071,143.0,68.4
user_2072,149.0,98.7
user_2073,143.0,81.6
user_2074,137.6,98.5
user_2075,164.2,104.9
user_2076,138.6,71.0
user_2077,189.2,85.4
user_2078,143.2,77.7
user_2079,169.3,98.8
user_2080,164.2,85.6
user_2081,169.5,65.9
user_2082,152.1,82.3
