학교명,시도,학교세부유형,일반학급_학생수_계,교원수_총계_계
사직고등학교,부산,일반고등학교,716,66
부산강서고등학교,부산,일반고등학교,422,52
신도고등학교,부산,일반고등학교,746,65
양운고등학교,부산,일반고등학교,799,72
주례여자고등학교,부산,일반고등학교,612,56
충렬고등학교,부산,일반고등학교,592,57
화명고등학교,부산,일반고등학교,635,68
연제고등학교,부산,일반고등학교,576,53
해강고등학교,부산,일반고등학교,809,72
가야고등학교,부산,일반고등학교,472,49
건국고등학교,부산,일반고등학교,367,45
경혜여자고등학교,부산,일반고등학교,386,49
대덕여자고등학교,부산,일반고등학교,422,46
광명고등학교,부산,일반고등학교,231,35
금성고등학교,부산,일반고등학교,315,45
남성여자고등학교,부산,일반고등학교,377,45
대동고등학교,부산,일반고등학교,608,60
대명여자고등학교,부산,일반고등학교,603,58
대연고등학교,부산,일반고등학교,480,49
덕문여자고등학교,부산,일반고등학교,577,63
데레사여자고등학교,부산,일반고등학교,503,56
동래여자고등학교,부산,일반고등학교,427,53
동아고등학교,부산,일반고등학교,635,64
삼정고등학교,부산,일반고등학교,485,53
동인고등학교,부산,일반고등학교,699,60
배정고등학교,부산,일반고등학교,331,51
부산대저고등학교,부산,일반고등학교,248,28
부산동고등학교,부산,일반고등학교,324,45
동주여자고등학교,부산,일반고등학교,429,48
부산동성고등학교,부산,일반고등학교,351,49
부산진여자고등학교,부산,일반고등학교,530,51
브니엘고등학교,부산,일반고등학교,378,55
사직여자고등학교,부산,일반고등학교,601,54
삼성여자고등학교,부산,일반고등학교,716,59
성일여자고등학교,부산,일반고등학교,496,50
한얼고등학교,부산,일반고등학교,299,35
양정고등학교,부산,일반고등학교,432,49
예문여자고등학교,부산,일반고등학교,496,56
용인고등학교,부산,일반고등학교,625,57
이사벨고등학교,부산,일반고등학교,669,53
성지고등학교,부산,일반고등학교,363,41
장안제일고등학교,부산,일반고등학교,298,27
지산고등학교,부산,일반고등학교,404,52
학산여자고등학교,부산,일반고등학교,613,59
부산센텀여자고등학교,부산,일반고등학교,481,52
해동고등학교,부산,일반고등학교,446,47
해운대고등학교,부산,일반고등학교,410,37
해운대여자고등학교,부산,일반고등학교,469,60
혜광고등학교,부산,일반고등학교,362,46
초장중학교,부산,일반중학교,198,26
영도제일중학교,부산,일반중학교,410,38
감천중학교,부산,일반중학교,288,27
경남중학교,부산,일반중학교,414,34
다대중학교,부산,일반중학교,487,44
다선중학교,부산,일반중학교,451,37
다송중학교,부산,일반중학교,374,35
당리중학교,부산,일반중학교,479,39
부산남중학교,부산,일반중학교,209,27
부산대신중학교,부산,일반중학교,463,35
부산여자중학교,부산,일반중학교,476,39
부산영선중학교,부산,일반중학교,205,25
부산중앙여자중학교,부산,일반중학교,386,36
사하중학교,부산,일반중학교,447,39
신선중학교,부산,일반중학교,203,27
장림여자중학교,부산,일반중학교,434,37
장평중학교,부산,일반중학교,383,37
태종대중학교,부산,일반중학교,260,29
하남중학교,부산,일반중학교,382,34
하단중학교,부산,일반중학교,335,34
두송중학교,부산,일반중학교,413,36
건국중학교,부산,일반중학교,327,27
남도여자중학교,부산,일반중학교,221,24
덕원중학교,부산,일반중학교,244,25
대동중학교,부산,일반중학교,448,35
대신여자중학교,부산,일반중학교,398,31
동주여자중학교,부산,일반중학교,454,36
삼성중학교,부산,일반중학교,267,24
송도중학교,부산,일반중학교,203,21
영남중학교,부산,일반중학교,362,33
해동중학교,부산,일반중학교,287,27
가야여자중학교,부산,일반중학교,403,38
개금여자중학교,부산,일반중학교,288,30
감만중학교,부산,일반중학교,281,28
경남여자중학교,부산,일반중학교,348,35
광무여자중학교,부산,일반중학교,340,29
남천중학교,부산,일반중학교,855,54
대연중학교,부산,일반중학교,558,41
대천중학교,부산,일반중학교,612,45
동양중학교,부산,일반중학교,503,44
동항중학교,부산,일반중학교,272,29
동평여자중학교,부산,일반중학교,345,34
동평중학교,부산,일반중학교,349,32
문현여자중학교,부산,일반중학교,318,29
개림중학교,부산,일반중학교,543,42
양동여자중학교,부산,일반중학교,443,37
부산개성중학교,부산,일반중학교,579,45
오륙도중학교,부산,일반중학교,421,36
부산서중학교,부산,일반중학교,306,32
부산진여자중학교,부산,일반중학교,380,33
부산중학교,부산,일반중학교,318,32
분포중학교,부산,일반중학교,670,49
부산진중학교,부산,일반중학교,240,27
석포여자중학교,부산,일반중학교,247,27
성동중학교,부산,일반중학교,413,35
용문중학교,부산,일반중학교,553,44
용호중학교,부산,일반중학교,563,42
초연중학교,부산,일반중학교,474,37
초읍중학교,부산,일반중학교,490,40
덕명여자중학교,부산,일반중학교,317,28
부산동여자중학교,부산,일반중학교,96,15
선화여자중학교,부산,일반중학교,279,27
동의중학교,부산,일반중학교,291,27
부산동중학교,부산,일반중학교,401,31
해연중학교,부산,일반중학교,615,40
서면중학교,부산,일반중학교,228,21
항도중학교,부산,일반중학교,397,29
구서여자중학교,부산,일반중학교,501,39
거제여자중학교,부산,일반중학교,769,53
금사중학교,부산,일반중학교,158,25
금양중학교,부산,일반중학교,604,45
남산중학교,부산,일반중학교,455,35
부산내성중학교,부산,일반중학교,538,38
동래중학교,부산,일반중학교,617,44
동신중학교,부산,일반중학교,204,25
동현중학교,부산,일반중학교,239,28
부곡여자중학교,부산,일반중학교,579,41
부곡중학교,부산,일반중학교,647,49
사직여자중학교,부산,일반중학교,695,48
사직중학교,부산,일반중학교,859,55
충렬중학교,부산,일반중학교,196,25
안락중학교,부산,일반중학교,532,40
여명중학교,부산,일반중학교,903,53
연산중학교,부산,일반중학교,393,40
연일중학교,부산,일반중학교,512,40
연제중학교,부산,일반중학교,325,37
연천중학교,부산,일반중학교,479,39
토현중학교,부산,일반중학교,328,31
온천중학교,부산,일반중학교,558,42
유락여자중학교,부산,일반중학교,758,49
장전중학교,부산,일반중학교,487,44
남일중학교,부산,일반중학교,617,46
거성중학교,부산,일반중학교,328,30
금정중학교,부산,일반중학교,282,28
동래여자중학교,부산,일반중학교,494,38
동해중학교,부산,일반중학교,560,37
학산여자중학교,부산,일반중학교,262,27
이사벨중학교,부산,일반중학교,511,35
혜화여자중학교,부산,일반중학교,232,21
명지중학교,부산,일반중학교,740,56
구남중학교,부산,일반중학교,306,28
신호중학교,부산,일반중학교,546,47
가람중학교,부산,일반중학교,209,31
구포중학교,부산,일반중학교,292,31
지사중학교,부산,일반중학교,348,32
금곡중학교,부산,일반중학교,258,28
금명중학교,부산,일반중학교,444,35
낙동중학교,부산,일반중학교,130,24
덕문중학교,부산,일반중학교,26,11
대천리중학교,부산,일반중학교,252,29
명호중학교,부산,일반중학교,891,60
덕천중학교,부산,일반중학교,359,34
덕포여자중학교,부산,일반중학교,192,30
동주중학교,부산,일반중학교,221,26
만덕중학교,부산,일반중학교,434,38
명진중학교,부산,일반중학교,499,40
모동중학교,부산,일반중학교,237,26
모라중학교,부산,일반중학교,479,42
백양중학교,부산,일반중학교,508,39
신덕중학교,부산,일반중학교,431,37
신라중학교,부산,일반중학교,302,27
양덕여자중학교,부산,일반중학교,130,20
엄궁중학교,부산,일반중학교,486,40
용수중학교,부산,일반중학교,722,51
주감중학교,부산,일반중학교,301,27
주례여자중학교,부산,일반중학교,197,23
경일중학교,부산,일반중학교,1016,71
주례중학교,부산,일반중학교,203,26
학장중학교,부산,일반중학교,453,37
화명중학교,부산,일반중학교,740,53
화신중학교,부산,일반중학교,414,52
녹산중학교,부산,일반중학교,45,10
오션중학교,부산,일반중학교,669,50
대저중학교,부산,일반중학교,115,15
정관중학교,부산,일반중학교,865,59
광안중학교,부산,일반중학교,322,31
기장중학교,부산,일반중학교,459,37
장산중학교,부산,일반중학교,812,58
동백중학교,부산,일반중학교,625,44
신정중학교,부산,일반중학교,881,60
대청중학교,부산,일반중학교,489,41
일광중학교,부산,일반중학교,642,51
망미중학교,부산,일반중학교,250,26
반송여자중학교,부산,일반중학교,212,27
반송중학교,부산,일반중학교,237,28
반안중학교,부산,일반중학교,456,37
부산중앙중학교,부산,일반중학교,681,45
반여중학교,부산,일반중학교,148,22
부흥중학교,부산,일반중학교,571,41
상당중학교,부산,일반중학교,561,42
부산수영중학교,부산,일반중학교,585,47
신곡중학교,부산,일반중학교,618,45
신도중학교,부산,일반중학교,569,41
양운중학교,부산,일반중학교,513,37
인지중학교,부산,일반중학교,514,45
재송여자중학교,부산,일반중학교,358,35
재송중학교,부산,일반중학교,373,36
