회원ID,총구매액,최대구매액,환불금액,주구매상품,주구매지점,방문일수,방문당구매건수,주말방문비율,구매주기,성별
370,57664000,16125000,,가공식품,부평점,9,3.333333333,0.466666667,24,0
371,655498040,101040000,35062500.0,시티웨어,강남점,50,2.1,0.161904762,6,0
372,331168020,37490000,24115000.0,시티웨어,강남점,59,2.610169492,0.318181818,5,0
373,177310050,24780000,,화장품,잠실점,31,1.741935484,0.222222222,11,0
374,5525800,2841600,,화장품,부산본점,2,3.5,0.0,15,0
375,1800000,1800000,,피혁잡화,청량리점,1,1.0,1.0,0,0
376,20064000,16544000,,시티웨어,본  점,2,1.0,0.0,17,1
377,1657400,1015000,,명품,본  점,3,1.0,0.333333333,18,0
378,304615000,61250000,10098200.0,캐주얼,영등포점,47,2.893617021,0.264705882,7,1
379,140703820,15225000,15850000.0,모피/피혁,영등포점,16,2.625,0.0,20,1
380,133804900,47400000,,농산물,분당점,25,4.84,0.181818182,14,0
381,187886250,15162000,882000.0,디자이너,광주점,33,1.878787879,0.177419355,10,0
382,682500,680000,,차/커피,미아점,1,2.0,0.0,0,1
383,10922000,10340000,358600.0,주방가전,강남점,4,1.25,0.0,38,0
384,42348200,13920000,,가구,잠실점,5,1.2,0.166666667,39,0
385,123174900,49122000,,명품,잠실점,13,1.846153846,0.208333333,24,0
386,74582410,12575000,3556000.0,기타,잠실점,30,4.7,0.170212766,11,0
387,179359070,26650000,22409600.0,란제리/내의,부산본점,21,2.285714286,0.145833333,15,0
388,151115480,65320000,10230700.0,기타,본  점,34,2.088235294,0.352112676,9,0
389,15425000,10700000,,화장품,영등포점,2,1.0,0.0,119,0
390,2269000,1580000,,캐주얼,잠실점,1,3.0,1.0,0,1
391,172782400,135700000,,가공식품,본  점,11,2.909090909,0.53125,31,1
392,1440000,1440000,,캐주얼,본  점,1,1.0,1.0,0,0
393,4140500,3150000,,가공식품,본  점,2,4.5,0.666666667,106,0
394,975000,975000,,남성 캐주얼,강남점,1,1.0,0.0,0,1
395,50000,50000,,주방가전,광주점,1,1.0,0.0,0,0
396,192600,107800,,수산품,본  점,1,4.0,1.0,0,1
397,106315460,22750000,,농산물,노원점,20,8.6,0.069767442,16,1
398,11185100,1750000,,가공식품,본  점,19,3.105263158,0.203389831,17,0
399,16482070,5651100,,농산물,본  점,8,2.5,0.2,17,0
400,3050000,6215000,6705000.0,수산품,본  점,7,1.857142857,0.076923077,30,0
401,13901200,6811200,,기타,잠실점,3,1.666666667,0.2,45,0
402,51073950,4700000,,캐주얼,분당점,12,3.75,0.377777778,20,0
403,533752700,187920000,2400000.0,캐주얼,본  점,13,3.153846154,0.536585366,12,0
404,80340270,17380800,,기타,분당점,20,5.05,0.247524752,16,1
405,690000,660000,,시티웨어,영등포점,1,2.0,0.0,0,1
406,399000,210000,,가공식품,본  점,1,2.0,0.0,0,1
407,6813910,1012000,,가공식품,노원점,24,3.291666667,0.240506329,12,0
408,411182590,82225000,28986400.0,가공식품,대구점,69,3.724637681,0.291828794,4,0
409,12652000,9880000,,모피/피혁,일산점,2,1.0,0.0,115,0
410,155464820,35604000,,디자이너,강남점,10,2.8,0.357142857,26,0
411,127565000,15884000,4500000.0,스포츠,본  점,18,2.5,0.244444444,16,0
412,175313030,28560000,,수산품,청량리점,38,2.973684211,0.159292035,9,0
413,4625000,3150000,,스포츠,본  점,1,2.0,0.0,0,0
414,248397800,26212500,3683000.0,골프,본  점,22,2.636363636,0.034482759,13,1
415,209172710,46400000,,기타,부산본점,24,3.333333333,0.175,13,0
416,133898400,41080000,10946000.0,기타,분당점,48,6.729166667,0.213622291,7,0
417,2329600,2240000,,트래디셔널,본  점,1,2.0,1.0,0,0
418,160860880,36340000,25325000.0,디자이너,본  점,26,2.269230769,0.288135593,13,1
419,99260460,9575000,,농산물,동래점,40,5.15,0.199029126,8,0
420,256629990,25875000,3435000.0,시티웨어,인천점,74,3.121621622,0.164502165,4,0
421,8856800,7992000,,수산품,분당점,6,3.5,0.285714286,58,1
422,127174690,21525000,,기타,본  점,30,1.9,0.122807018,11,0
423,11440000,11440000,,시티웨어,영등포점,1,1.0,0.0,0,0
424,9885550,4320000,,기타,부산본점,5,2.8,0.0,18,0
425,23573400,21912000,,수산품,분당점,3,3.666666667,0.909090909,26,0
426,340237180,36800000,26216500.0,기타,일산점,52,3.442307692,0.340782123,6,0
427,35533200,12500000,,남성정장,인천점,3,2.0,0.333333333,46,1
428,1086800,1086800,,일용잡화,부산본점,1,1.0,1.0,0,0
429,171456700,41170000,38773000.0,디자이너,동래점,26,2.307692308,0.133333333,12,0
430,1500000,1500000,,남성정장,전주점,1,1.0,0.0,0,1
431,3175000,3146000,,골프,대전점,2,1.0,0.5,16,0
432,214382300,80270000,,디자이너,일산점,15,1.666666667,0.56,17,0
433,11952260,5950000,144000.0,기타,분당점,8,3.0,0.041666667,34,1
434,13599400,4153800,,기타,본  점,4,2.0,1.0,47,1
435,238804020,41170000,25000.0,가공식품,본  점,94,3.223404255,0.221122112,3,0
436,15337200,13000000,,명품,본  점,2,1.5,1.0,0,0
437,242122560,58300000,6175000.0,농산물,부산본점,24,4.541666667,0.293577982,14,0
438,48050,46800,,농산물,분당점,1,2.0,0.0,0,1
439,9360000,5050000,,주류,일산점,5,2.0,0.4,60,1
440,13315000,10875000,,생활잡화,대전점,3,2.0,0.0,3,1
441,95292520,37449000,,가공식품,본  점,21,3.142857143,0.712121212,16,1
442,410948850,46230000,144340700.0,디자이너,본  점,59,2.033898305,0.175,6,0
443,29148950,7157600,1242000.0,가공식품,본  점,15,3.866666667,0.086206897,23,0
444,910000,910000,,화장품,영등포점,1,1.0,0.0,0,1
445,49238980,7980000,4500000.0,농산물,강남점,29,6.103448276,0.485875706,5,1
446,682592480,60480000,35931700.0,캐주얼,부산본점,93,3.032258065,0.326241135,3,0
447,24356840,3969600,,섬유잡화,광주점,18,1.777777778,0.53125,18,1
448,48110560,15360000,64771000.0,시티웨어,분당점,31,2.709677419,0.261904762,8,0
449,624000,576000,,수산품,본  점,1,2.0,0.0,0,0
450,468000,108000,,수산품,노원점,2,5.5,0.0,54,0
451,2777900,2152500,,농산물,강남점,3,1.333333333,0.75,17,0
452,27356100,7630000,,기타,분당점,5,3.8,0.157894737,34,0
453,30306750,10060200,,수산품,본  점,6,3.666666667,0.681818182,47,0
454,86248600,9680000,3886000.0,아동,본  점,30,2.266666667,0.147058824,11,0
455,818860,612500,,농산물,미아점,1,8.0,0.0,0,0
456,13614150,3404000,1920000.0,가공식품,대전점,24,4.416666667,0.169811321,12,0
457,27707000,12840000,,시티웨어,분당점,2,2.0,0.0,121,0
458,118898500,53300000,9372000.0,농산물,노원점,9,5.888888889,0.320754717,31,0
459,84285450,13710000,,수산품,부산본점,19,2.210526316,0.142857143,17,0
460,1258250,1034000,,가공식품,잠실점,3,4.666666667,0.0,53,1
461,18395420,3456000,,가공식품,일산점,16,4.6875,0.466666667,21,0
462,115647790,15840000,,명품,본  점,29,2.689655172,0.474358974,12,0
463,6217260,700000,,수산품,청량리점,32,3.0625,0.37755102,10,0
464,125853100,28116000,32615000.0,시티웨어,본  점,19,2.210526316,0.19047619,17,0
465,18355800,12825000,,가공식품,잠실점,3,2.333333333,0.714285714,78,0
466,255335140,27060000,37845800.0,명품,광주점,75,2.48,0.322580645,4,0
467,115236490,33750000,13375600.0,시티웨어,분당점,28,2.321428571,0.276923077,11,0
468,39570260,8470000,2025000.0,명품,본  점,62,1.903225806,0.254237288,5,0
469,8597300,4830000,2760000.0,골프,본  점,5,2.6,0.384615385,8,0
470,122405550,18560000,3004000.0,농산물,부산본점,87,4.908045977,0.412177986,4,0
471,100297950,28536000,,기타,일산점,10,5.0,0.74,34,0
472,438413040,25070000,,가공식품,일산점,67,4.044776119,0.025830258,5,0
473,1242000,1242000,,골프,부산본점,1,1.0,0.0,0,1
474,16549500,9154000,,차/커피,본  점,9,2.555555556,0.434782609,34,0
475,17482650,8064000,,가공식품,부산본점,12,4.416666667,0.452830189,24,0
476,626597100,65458000,121948000.0,디자이너,본  점,42,2.452380952,0.27184466,7,0
477,578132950,22275000,6215300.0,디자이너,본  점,55,3.127272727,0.226744186,6,0
478,78950350,50600000,,기타,본  점,17,2.823529412,0.291666667,20,1
479,30967800,21780000,,농산물,부산본점,7,7.571428571,0.358490566,3,1
480,2137500,2137500,1150000.0,섬유잡화,본  점,2,1.5,0.0,1,1
481,79140500,16752000,4450000.0,디자이너,본  점,13,2.153846154,0.0,20,0
482,4300000,4300000,,화장품,분당점,1,1.0,0.0,0,0
483,175631750,15504000,,기타,일산점,53,6.113207547,0.12962963,6,0
484,317602500,181700000,7103800.0,남성 캐주얼,안양점,17,1.764705882,0.066666667,16,1
485,40674000,12100000,,골프,잠실점,2,3.0,0.0,39,0
486,6155000,6155000,,아동,부산본점,1,1.0,0.0,0,1
487,1106000,750000,,수산품,본  점,2,2.5,0.0,123,0
488,156600,156600,,농산물,영등포점,1,1.0,0.0,0,1
489,188247500,116150000,210976000.0,디자이너,부산본점,37,1.324324324,0.102040816,9,0
490,28750550,13625000,,가공식품,본  점,7,5.142857143,0.472222222,31,1
491,156212500,91413000,124899000.0,디자이너,일산점,28,1.428571429,0.225,11,0
492,1733450,640000,640000.0,가공식품,본  점,13,3.692307692,0.166666667,20,1
493,15900000,13950000,,생활잡화,일산점,2,2.5,0.4,117,0
494,39973740,11760000,,차/커피,일산점,13,4.538461538,0.694915254,22,1
495,14007000,7524000,,아동,본  점,2,3.0,0.666666667,23,0
496,39227220,15168000,31640600.0,수산품,부산본점,16,1.75,0.321428571,18,0
497,48705980,28028000,,기타,분당점,11,2.909090909,0.0,21,0
498,557594900,46200000,,화장품,잠실점,46,2.217391304,0.147058824,7,0
499,74520930,13953000,6495000.0,명품,부산본점,33,2.727272727,0.166666667,10,0
500,37848060,4787200,,농산물,일산점,14,4.357142857,0.327868852,24,1
501,4712400,4712400,,커리어,일산점,1,1.0,1.0,0,0
502,730000,460000,,기타,일산점,2,2.5,0.8,141,0
503,20536350,10750000,925000.0,일용잡화,분당점,10,2.1,0.666666667,27,0
504,40568840,13000000,,농산물,영등포점,9,4.222222222,0.763157895,11,0
505,8947200,8947200,,커리어,동래점,1,1.0,0.0,0,0
506,76296410,19350000,,가공식품,본  점,17,3.235294118,0.545454545,20,1
507,20053930,11976000,,농산물,안양점,9,2.888888889,0.384615385,11,0
508,1250000,1200000,,시티웨어,부산본점,1,2.0,1.0,0,0
509,390000,390000,,화장품,본  점,1,1.0,1.0,0,0
510,100961730,8750000,,캐주얼,미아점,28,3.428571429,0.802083333,11,0
511,2948000,2948000,,화장품,강남점,1,1.0,0.0,0,1
512,188070,95070,,수산품,본  점,2,1.5,0.0,0,1
513,309050,165600,,농산물,분당점,1,9.0,0.0,0,1
514,18832280,5952000,,섬유잡화,부산본점,5,4.0,0.3,53,1
515,35085000,10206000,,화장품,영등포점,7,1.714285714,0.25,31,1
516,63703200,36600000,,명품,본  점,4,1.25,0.0,77,1
517,53777820,26460000,,농산물,분당점,6,3.666666667,0.0,41,0
518,61485740,9284000,,가공식품,대전점,27,8.555555556,0.16017316,11,1
519,91589400,13200000,,기타,본  점,36,1.388888889,0.1,9,1
520,337717550,40890000,3033000.0,농산물,본  점,108,3.509259259,0.298153034,3,0
521,214978100,60192000,27671400.0,디자이너,인천점,29,2.586206897,0.426666667,12,0
522,12435400,5175000,,화장품,잠실점,4,1.5,0.166666667,35,0
523,10710810,7500000,7500000.0,가공식품,분당점,6,2.166666667,0.615384615,30,1
524,180000,180000,,가공식품,본  점,1,1.0,0.0,0,1
525,50887000,16169000,,화장품,본  점,5,1.6,0.75,68,0
526,120000,120000,,수산품,일산점,1,1.0,0.0,0,0
527,103609900,26800000,2026000.0,기타,노원점,15,2.466666667,0.297297297,23,0
528,7291370,4428000,,가공식품,부산본점,24,1.916666667,0.695652174,14,1
529,22346000,15810000,3750000.0,화장품,본  점,5,1.4,0.0,67,1
530,1292000,1092000,,주류,본  점,2,2.5,0.8,58,1
531,8200000,4752000,4950000.0,기타,울산점,3,2.666666667,0.875,32,1
532,24892390,8575000,,기타,분당점,7,2.857142857,0.5,33,0
533,2360000,2265600,,셔츠,잠실점,1,2.0,1.0,0,1
534,91910700,76751000,,생활잡화,청량리점,6,2.666666667,0.375,46,0
535,1008700,506000,,수산품,분당점,3,1.666666667,0.0,28,0
536,588411060,63600000,27640000.0,골프,잠실점,34,2.088235294,0.816901408,9,0
537,1357000,1357000,,주방가전,잠실점,1,1.0,0.0,0,1
538,71145140,31200000,,농산물,노원점,30,4.633333333,0.115107914,9,1
539,900000,900000,,액세서리,본  점,1,1.0,1.0,0,1
540,10710100,5377500,,기타,부평점,17,2.823529412,0.291666667,18,0
541,197608560,56640000,2299500.0,기타,본  점,40,2.55,0.176470588,8,0
542,1550000,1550000,,명품,본  점,1,1.0,0.0,0,1
543,27186580,16000000,,남성 캐주얼,본  점,6,2.0,0.083333333,56,1
544,10579500,4504500,,건강식품,잠실점,3,1.0,0.666666667,111,0
545,409583540,14088000,,기타,노원점,121,7.173553719,0.149769585,2,1
546,770000,770000,,주방가전,분당점,1,1.0,1.0,0,1
547,380000,380000,,주방용품,잠실점,1,1.0,1.0,0,1
548,199823830,20280000,7138800.0,농산물,본  점,74,2.135135135,0.227848101,4,0
549,10494400,3000000,2940000.0,가공식품,본  점,11,1.727272727,0.105263158,28,0
550,147524000,53100000,,보석,본  점,5,1.8,0.777777778,9,1
551,7807040,5390000,,가공식품,분당점,6,4.333333333,0.0,41,1
552,22950,15300,,가공식품,부산본점,1,3.0,1.0,0,1
553,582452630,91540000,15045600.0,기타,분당점,56,2.946428571,0.551515152,6,0
554,152393550,23520000,,기타,포항점,12,5.5,0.242424242,26,0
555,31632960,9940000,,화장품,부산본점,5,2.0,0.9,54,0
556,14046990,4200000,,기타,분당점,9,2.777777778,0.04,32,1
557,15067550,2203200,,농산물,본  점,22,1.636363636,0.638888889,15,1
558,10729100,4830000,,캐주얼,영등포점,5,2.2,0.272727273,39,0
559,65997350,32720000,,시티웨어,영등포점,11,3.0,0.151515152,26,0
560,56646740,10472000,,기타,본  점,18,2.555555556,0.326086957,17,0
561,6011750,1368000,,농산물,잠실점,6,1.5,0.444444444,28,1
562,32130000,12940000,707200.0,기타,노원점,5,2.8,0.857142857,54,0
563,2160000,2070000,,모피/피혁,분당점,1,2.0,0.0,0,1
564,64764540,14700000,,남성 캐주얼,분당점,12,2.0,0.458333333,17,1
565,37879600,14160000,8970000.0,화장품,안양점,11,1.818181818,0.35,28,0
566,204261230,36800000,950000.0,가공식품,본  점,44,3.772727273,0.403614458,8,1
567,14085220,4125000,925000.0,화장품,본  점,10,1.9,0.157894737,27,0
568,1320000,1020000,,아동,일산점,1,2.0,0.0,0,0
569,40909150,14675000,,가공식품,부산본점,11,3.818181818,0.523809524,30,0
570,267778710,37400000,73625980.0,시티웨어,분당점,52,2.288461538,0.336134454,6,0
571,86100,46200,,축산가공,일산점,1,6.0,0.0,0,0
572,1304000,1304000,,구두,잠실점,1,1.0,0.0,0,1
573,151648040,18867000,,시티웨어,창원점,14,2.285714286,0.5625,21,0
574,460762690,49864000,594000.0,기타,안양점,53,3.132075472,0.656626506,6,1
575,98615400,20585000,30949500.0,디자이너,영등포점,29,2.034482759,0.169491525,12,0
576,8028000,5660000,,피혁잡화,일산점,1,2.0,1.0,0,1
577,458100150,47380000,5134000.0,농산물,본  점,101,5.227722772,0.454545455,3,1
578,766410,650000,,육류,잠실점,2,1.5,0.333333333,85,0
579,6160640,3050000,540000.0,가공식품,노원점,10,2.3,0.260869565,26,1
580,236460010,36975000,,농산물,부평점,105,4.40952381,0.419006479,3,0
581,106863800,52800000,56948000.0,디자이너,본  점,23,2.130434783,0.183673469,15,0
582,2269000,1311000,,기타,동래점,4,3.5,0.857142857,68,1
583,161515400,27830000,29729800.0,화장품,본  점,34,1.411764706,0.270833333,10,0
584,20925700,12603600,,가공식품,본  점,9,1.777777778,0.0,22,1
585,53347540,23805000,19366000.0,기타,본  점,21,2.047619048,0.465116279,15,0
586,387544880,87147000,34488500.0,시티웨어,본  점,52,2.653846154,0.224637681,6,0
587,2640000,2640000,,화장품,본  점,1,1.0,0.0,0,0
588,774570,360000,,가공식품,분당점,8,2.375,0.789473684,28,1
589,162140,73200,,가공식품,분당점,1,7.0,0.0,0,0
590,33766000,14927000,,구두,부산본점,5,2.4,0.0,41,0
591,18141000,4275000,,화장품,분당점,6,1.5,0.111111111,35,0
592,188952630,23800000,29345000.0,차/커피,본  점,40,4.8,0.307291667,8,0
593,8875800,2640000,,수산품,미아점,4,4.0,0.125,46,0
594,206739740,17587200,,기타,일산점,42,3.238095238,0.213235294,8,1
595,104597160,17732000,54006800.0,젓갈/반찬,본  점,46,3.608695652,0.319277108,6,0
596,32695740,9345000,,가공식품,잠실점,18,3.055555556,0.072727273,15,0
597,737743840,151317000,52990000.0,명품,본  점,50,2.04,0.529411765,6,1
598,427250,312000,,가공식품,잠실점,1,4.0,0.0,0,0
599,36737750,6360000,1800000.0,가공식품,잠실점,31,2.258064516,0.314285714,9,1
600,65888000,30000000,1960000.0,명품,본  점,5,2.0,0.4,8,0
601,3846000,3382000,711000.0,모피/피혁,영등포점,3,1.666666667,0.0,29,1
602,27293200,13750000,7175000.0,피혁잡화,잠실점,8,1.5,0.083333333,36,0
603,16932650,5520000,,기타,본  점,11,3.545454545,0.128205128,32,1
604,38689200,23000000,,시티웨어,영등포점,9,1.555555556,0.285714286,36,1
605,134506630,96800000,,화장품,잠실점,18,2.055555556,0.351351351,19,0
606,19744500,4536000,4822000.0,가공식품,본  점,23,2.782608696,0.265625,15,0
607,15202550,4140000,,가공식품,본  점,9,2.888888889,0.384615385,37,0
608,391088270,26220000,31137400.0,농산물,분당점,137,4.321167883,0.246621622,2,0
609,10654680,1996800,,육류,부산본점,9,3.222222222,0.965517241,36,0
610,166071800,69120000,324000.0,명품,본  점,21,1.476190476,0.387096774,13,1
611,12820700,8750000,,가공식품,청량리점,5,2.6,0.615384615,61,0
612,21308000,11850000,,남성 캐주얼,본  점,2,3.5,0.0,15,1
613,39408900,6250000,,가공식품,일산점,8,4.125,0.757575758,35,0
614,143259270,11750000,621000.0,기타,부평점,55,5.654545455,0.450160772,6,0
615,40585250,12500000,1050000.0,가공식품,영등포점,11,2.454545455,0.518518519,27,0
616,2445750,2208000,,수산품,본  점,2,4.0,1.0,28,1
617,2760000,2035000,,스포츠,잠실점,2,1.0,0.5,40,0
618,3105000,2125000,,화장품,본  점,2,1.0,0.0,106,0
619,36268100,55660000,57110000.0,화장품,본  점,13,2.0,0.615384615,20,0
620,3861000,3861000,,시티웨어,일산점,1,1.0,0.0,0,1
621,68807900,11760000,,가공식품,본  점,11,2.454545455,0.0,26,1
622,13001000,9750000,,골프,안양점,3,2.666666667,0.625,54,1
623,284275410,27680000,28245000.0,기타,광주점,23,3.0,0.275362319,15,0
624,3380000,3250000,,화장품,분당점,1,2.0,0.0,0,1
625,290400,290400,,일용잡화,부평점,1,1.0,0.0,0,0
626,1183250,1000000,,기타,분당점,3,2.0,0.0,71,0
627,276138440,37905000,65728500.0,기타,부산본점,62,2.177419355,0.2,5,0
628,11780000,11780000,,가구,본  점,1,1.0,0.0,0,0
629,15804490,586500,,가공식품,청량리점,68,4.941176471,0.19047619,5,1
630,10323600,4140000,,침구/수예,분당점,5,1.4,0.0,30,0
631,34632630,7215600,,가공식품,본  점,36,2.277777778,0.219512195,9,0
632,87343450,6500000,8776440.0,기타,분당점,131,3.160305344,0.251207729,2,1
633,1536227450,108560000,17595000.0,디자이너,잠실점,77,2.688311688,0.178743961,4,0
